"Faction","X","Y"
"Neutral","-2277","-1357"
"Neutral","2184","491"
"Neutral","903","3051"
"Neutral","-122","-39"
"Neutral","1596","-1878"
"Neutral","2615","732"
"Neutral","1744","2971"
"Neutral","2660","1752"
"Neutral","-2140","434"
"Neutral","2051","-1608"
"Neutral","-2237","-1687"
"Neutral","1889","-1433"
"Neutral","983","1952"
"Neutral","-462","-2507"
"Neutral","-1085","-1142"
"Neutral","-1044","-1946"
"Neutral","773","569"
"Neutral","1781","-1857"
"Neutral","1054","224"
"Neutral","735","1581"
"Neutral","-1367","-2522"
"Neutral","2707","13"
"Neutral","-278","488"
"Neutral","1909","2537"
"Neutral","-2793","-518"
"Neutral","2163","-1912"
"Neutral","-425","2199"
"Neutral","-17","1284"
"Neutral","-1285","1013"
"Syndicate","-1898","808"
"Neutral","945","-2946"
"Neutral","2964","-960"
"Neutral","-1013","1835"
"Neutral","1125","198"
"Neutral","-804","617"
"Neutral","213","-873"
"Neutral","-287","3332"
"Neutral","2612","-2286"
"Neutral","1021","3252"
"Neutral","3452","-211"
"Neutral","-2108","-1477"
"Syndicate","-1928","821"
"Neutral","1490","-1281"
"Neutral","-1456","-210"
"Neutral","-473","2483"
"Kavani","198","1291"
"Neutral","2804","-1466"
"Neutral","1787","3096"
"Neutral","-1542","-2563"
"Neutral","178","-658"
"Neutral","2507","-938"
"Neutral","-2645","1406"
"Kavani","124","1139"
"Neutral","118","-1360"
"Neutral","526","3113"
"Neutral","2137","129"
"Neutral","2419","-526"
"Neutral","1256","-1419"
"Neutral","787","3125"
"Neutral","-2618","1334"
"Neutral","-1761","2134"
"Neutral","2790","-636"
"Neutral","-125","676"
"Neutral","-1348","1307"
"Kavani","671","1050"
"Neutral","-255","1069"
"Neutral","-2188","2535"
"Kavani","365","1596"
"Neutral","-2498","-1616"
"Neutral","1680","2843"
"Neutral","625","-1461"
"Neutral","-127","-2375"
"Neutral","443","-2930"
"Neutral","-751","2244"
"Neutral","-1807","1909"
"Neutral","-837","-2292"
"Neutral","2460","-603"
"Neutral","-139","-741"
"Neutral","-2538","-1118"
"Neutral","953","2892"
"Neutral","-1766","1683"
"Neutral","-2555","-488"
"Lycentian","-698","-193"
"Neutral","-3127","-320"
"Neutral","-1840","1291"
"Kavani","384","1008"
"Neutral","-243","474"
"Neutral","-780","1122"
"Neutral","648","1748"
"Neutral","-208","3459"
"Neutral","1461","2745"
"Neutral","234","-1347"
"Neutral","3124","-1465"
"Neutral","-487","145"
"Neutral","1499","1016"
"Lycentian","-695","-672"
"Neutral","1131","-1673"
"Neutral","-1762","-2036"
"Neutral","139","2148"
"Neutral","2214","-266"
"Neutral","3030","-235"
"Neutral","-2210","-14"
"Neutral","-1399","-1207"
"Neutral","-226","2312"
"Neutral","-237","-1149"
"Neutral","-705","-2279"
"Neutral","283","2496"
"Neutral","2272","2617"
"Neutral","-2505","-571"
"Neutral","-900","2182"
"Neutral","-929","3162"
"Neutral","-2653","-1323"
"Neutral","-3168","-715"
"Neutral","2114","2026"
"Neutral","3034","1809"
"Neutral","2250","-1021"
"Neutral","-3109","425"
"Neutral","95","1909"
"Neutral","3184","1231"
"Neutral","135","-201"
"Neutral","-1441","-1010"
"Neutral","-1012","-429"
"Neutral","-2314","-1421"
"Kavani","910","1204"
"Neutral","360","3545"
"Kavani","285","1430"
"Neutral","-1299","2475"
"Foralkan","1182","-530"
"Neutral","-2118","-1379"
"Neutral","2083","-1437"
"Neutral","872","-3031"
"Neutral","1956","-220"
"Neutral","296","-3080"
"Neutral","719","2799"
"Neutral","-1684","-741"
"Neutral","-2083","926"
"Neutral","3342","-391"
"Lycentian","-698","-902"
"Neutral","-427","-2970"
"Neutral","-1014","-2067"
"Neutral","2786","-293"
"Foralkan","1081","-922"
"Neutral","2250","900"
"Neutral","531","3069"
"Neutral","830","-3079"
"Neutral","1929","-2286"
"Neutral","1306","1801"
"Neutral","-568","-1993"
"Neutral","-2038","781"
"Neutral","-639","808"
"Neutral","1392","115"
"Neutral","-33","1916"
"Neutral","3457","697"
"Neutral","-594","2311"
"Neutral","988","3539"
"Neutral","-195","-1059"
"Kavani","425","800"
"Neutral","2230","1672"
"Neutral","2734","1529"
"Neutral","1665","3079"
"Neutral","591","-1364"
"Neutral","-2291","-1388"
"Neutral","-2362","-640"
"Neutral","-2506","-1080"
"Neutral","-2309","-792"
"Neutral","660","-1447"
"Lycentian","-581","-857"
"Neutral","3042","-268"
"Neutral","2251","1481"
"Kavani","226","1565"
"Neutral","572","2532"
"Neutral","1090","-2159"
"Neutral","1107","-1445"
"Neutral","-2648","-298"
"Neutral","-696","177"
"Neutral","965","3512"
"Neutral","-1492","-2303"
"Neutral","-2987","97"
"Neutral","-2367","1745"
"Neutral","597","2888"
"Neutral","2090","-1854"
"Neutral","-320","504"
"Neutral","-78","1637"
"Neutral","-1234","221"
"Neutral","-886","1732"
"Neutral","27","2062"
"Neutral","983","3341"
"Neutral","1149","298"
"Neutral","1158","-2502"
"Neutral","-2543","-1374"
"Neutral","1049","267"
"Neutral","2620","-927"
"Neutral","-2486","1186"
"Neutral","1132","-3129"
"Neutral","-1462","-1761"
"Neutral","-1335","-2646"
"Neutral","1005","2700"
"Neutral","2271","978"
"Neutral","-391","-1293"
"Neutral","-2132","-1413"
"Foralkan","990","-1209"
"Neutral","-1978","1866"
"Neutral","-2566","188"
"Neutral","-315","-1299"
"Neutral","-2809","1158"
"Neutral","-646","-1670"
"Neutral","-960","3152"
"Neutral","-644","-1723"
"Neutral","2377","-141"
"Neutral","2144","2498"
"Neutral","1508","2297"
"Neutral","2075","145"
"Neutral","-2394","876"
"Neutral","-1134","-1292"
"Neutral","2114","261"
"Neutral","-1845","2177"
"Neutral","-2116","-886"
"Neutral","1586","119"
"Neutral","178","-560"
"Neutral","-1895","-1525"
"Neutral","1609","2870"
"Neutral","50","2484"
"Neutral","-1899","1915"
"Neutral","-303","2354"
"Neutral","-1419","-2279"
"Neutral","1759","-2520"
"Neutral","2833","-618"
"Neutral","-1688","-877"
"Neutral","-1091","-100"
"Kavani","533","991"
"Neutral","3076","1451"
"Neutral","-97","206"
"Kavani","694","1385"
"Neutral","1894","-986"
"Neutral","2795","-676"
"Neutral","3388","390"
"Neutral","27","-2504"
"Neutral","-1688","1438"
"Neutral","-255","-2603"
"Neutral","-2520","-252"
"Neutral","-1357","-588"
"Neutral","-829","2172"
"Neutral","-1065","1756"
"Neutral","149","902"
"Neutral","1908","2891"
"Neutral","141","-565"
"Neutral","608","1630"
"Neutral","-60","-2754"
"Neutral","563","3262"
"Neutral","1282","-1781"
"Neutral","686","2292"
"Neutral","683","-2935"
"Foralkan","1102","-1126"
"Neutral","-2482","1137"
"Neutral","-2103","533"
"Neutral","152","-2821"
"Neutral","-1795","2198"
"Neutral","-886","-2538"
"Neutral","322","-901"
"Neutral","169","-1357"
"Neutral","717","-2488"
"Neutral","3135","781"
"Neutral","-2542","1778"
"Neutral","188","2551"
"Neutral","552","-1698"
"Neutral","1736","3040"
"Neutral","139","-1284"
"Neutral","527","1853"
"Neutral","1193","-191"
"Neutral","-884","-1522"
"Neutral","617","254"
"Neutral","1765","-109"
"Neutral","2846","490"
"Neutral","879","1002"
"Neutral","1560","1459"
"Neutral","-1015","1388"
"Neutral","263","-2909"
"Neutral","142","-246"
"Neutral","-2079","169"
"Neutral","2159","-1004"
"Neutral","-2785","-158"
"Neutral","2526","-1032"
"Neutral","-1033","204"
"Neutral","1152","-256"
"Neutral","-740","-2007"
"Neutral","-2176","-648"
"Neutral","2801","924"
"Lycentian","-259","-409"
"Lycentian","-604","-1087"
"Neutral","1578","2496"
"Neutral","-2930","871"
"Neutral","3392","-400"
"Neutral","-2733","801"
"Neutral","-1628","1065"
"Neutral","1147","3299"
"Neutral","-976","-2159"
"Neutral","-477","1528"
"Neutral","2483","1680"
"Neutral","-2243","650"
"Neutral","-1432","2705"
"Neutral","1872","-887"
"Neutral","2369","1544"
"Neutral","-529","-2088"
"Neutral","961","1455"
"Neutral","2199","1662"
"Neutral","1408","1047"
"Neutral","-502","-2943"
"Neutral","-890","-2605"
"Neutral","527","2617"
"Neutral","-227","3422"
"Neutral","460","2639"
"Neutral","-2598","309"
"Neutral","1905","-1195"
"Neutral","-2518","262"
"Neutral","-917","850"
"Neutral","-2296","1138"
"Neutral","-282","-2387"
"Neutral","-244","-786"
"Neutral","-1290","2281"
"Neutral","612","-1690"
"Neutral","-2480","-1341"
"Neutral","561","3485"
"Neutral","-1241","1272"
"Kavani","217","1244"
"Neutral","1700","2070"
"Neutral","-1947","105"
"Neutral","197","657"
"Neutral","1409","1544"
"Neutral","343","-2895"
"Neutral","-2122","75"
"Neutral","1966","-1708"
"Neutral","-2196","-1365"
"Neutral","-2076","-1864"
"Neutral","-2574","366"
"Neutral","2087","1281"
"Neutral","712","3310"
"Lycentian","-300","-112"
"Neutral","2105","1888"
"Neutral","670","-2235"
"Neutral","286","2213"
"Neutral","-145","-711"
"Neutral","2804","888"
"Neutral","-2516","-302"
"Neutral","-407","261"
"Neutral","1495","-1961"
"Neutral","-333","-1092"
"Kavani","290","1500"
"Neutral","2131","-180"
"Neutral","-1692","-952"
"Neutral","-2125","-627"
"Lycentian","-513","-994"
"Neutral","-808","-2111"
"Neutral","-2315","1458"
"Neutral","316","-1738"
"Neutral","-2243","1169"
"Neutral","-1191","-1343"
"Neutral","2546","-2072"
"Neutral","10","1242"
"Neutral","-172","-1470"
"Neutral","-1735","-1876"
"Neutral","-2071","-1540"
"Neutral","170","-3207"
"Neutral","-262","2087"
"Lycentian","-824","-538"
"Neutral","-1295","3009"
"Neutral","-1407","84"
"Neutral","-2712","1797"
"Neutral","826","-1571"
"Neutral","-757","1391"
"Neutral","1765","2643"
"Neutral","-1768","-617"
"Neutral","3109","-868"
"Neutral","-2358","1559"
"Kavani","42","1383"
"Neutral","-2770","-27"
"Neutral","2969","-833"
"Neutral","2267","-557"
"Neutral","-2166","369"
"Neutral","-1351","1368"
"Neutral","-930","-1577"
"Neutral","2491","-1946"
"Neutral","2997","-277"
"Neutral","-1735","1299"
"Neutral","-462","2223"
"Neutral","592","-2858"
"Kavani","154","1274"
"Neutral","-1481","2595"
"Syndicate","-1816","917"
"Neutral","990","1447"
"Neutral","183","810"
"Neutral","196","-923"
"Neutral","-1634","-2200"
"Neutral","1537","571"
"Neutral","3285","-601"
"Neutral","1063","-2882"
"Foralkan","1106","-549"
"Neutral","147","-2649"
"Neutral","3443","-459"
"Neutral","-397","2459"
"Neutral","-368","-1228"
"Neutral","-2155","806"
"Neutral","2747","2696"
"Neutral","1139","700"
"Neutral","966","1906"
"Neutral","-93","-1252"
"Neutral","-1230","3080"
"Neutral","2786","-254"
"Neutral","1363","-1781"
"Neutral","534","-1795"
"Neutral","-829","1668"
"Neutral","-1376","-1181"
"Neutral","1601","3002"
"Neutral","-24","-2446"
"Neutral","-243","-879"
"Kavani","710","1346"
"Neutral","2645","1455"
"Neutral","673","1691"
"Neutral","556","3090"
"Neutral","-1488","-48"
"Neutral","-527","-1270"
"Neutral","-1162","-773"
"Neutral","-237","-2290"
"Neutral","-684","-1704"
"Neutral","2429","-1878"
"Neutral","2145","2432"
"Neutral","1031","-2886"
"Neutral","-2883","-714"
"Neutral","-1694","-1276"
"Neutral","-2975","1123"
"Lycentian","-918","-76"
"Neutral","2223","-335"
"Lycentian","-417","-1013"
"Neutral","2695","1231"
"Neutral","3311","-542"
"Neutral","-2288","909"
"TradeUnion","794","233"
"Neutral","1714","270"
"Neutral","-2780","696"
"Lycentian","-476","-1021"
"Neutral","-787","2063"
"Neutral","23","3324"
"Neutral","1153","1463"
"Neutral","1752","-1363"
"Syndicate","-1795","753"
"Neutral","-953","730"
"Neutral","-444","2960"
"Neutral","-1860","1323"
"Foralkan","1034","-291"
"Neutral","2629","2474"
"Neutral","-2408","1436"
"Neutral","-1060","-2194"
"Neutral","1978","1100"
"Neutral","1076","2055"
"Neutral","-358","-854"
"Neutral","437","2069"
"Neutral","-408","1216"
"Neutral","1229","1394"
"Neutral","-2194","1896"
"Neutral","-1738","-2130"
"Neutral","1763","3189"
"Neutral","1622","958"
"Neutral","-668","-3060"
"Neutral","-1047","2211"
"Neutral","853","-2255"
"Neutral","644","414"
"Neutral","86","766"
"Neutral","2926","-146"
"Neutral","2796","-307"
"Neutral","-2","3459"
"Neutral","-660","1324"
"Neutral","1779","378"
"Neutral","-1398","2016"
"Lycentian","-825","-38"
"Neutral","-2390","34"
"Neutral","1465","1049"
"Neutral","2096","2137"
"Neutral","178","-2716"
"Neutral","885","1849"
"Neutral","3082","1791"
"Neutral","2928","-36"
"Neutral","-1448","-1853"
"Neutral","1117","303"
"Neutral","-918","886"
"Neutral","-1540","-2185"
"Neutral","-2579","409"
"Neutral","-619","1136"
"Neutral","1476","-1570"
"Neutral","-932","-1092"
"Neutral","-3016","1099"
"Neutral","-698","-1513"
"Neutral","2177","174"
"Neutral","-635","-2903"
"Neutral","665","440"
"Lycentian","-333","-693"
"Neutral","667","322"
"Neutral","-548","-2827"
"Neutral","790","10"
"Neutral","-323","1054"
"Neutral","2270","1601"
"Neutral","218","-1305"
"Neutral","1074","3363"
"Neutral","1277","550"
"Neutral","2104","-150"
"Neutral","-2689","-255"
"Lycentian","-636","-742"
"Neutral","-1988","-23"
"Neutral","-2457","-461"
"Foralkan","1398","-1146"
"Neutral","-1777","-1063"
"Neutral","1853","-1278"
"Neutral","-2261","-628"
"Neutral","-1381","-2578"
"Neutral","2093","49"
"Neutral","-1850","-423"
"Neutral","1085","-1545"
"Neutral","-2470","1780"
"Neutral","-990","1611"
"Neutral","-439","2559"
"Neutral","-1396","-2552"
"Neutral","-111","2625"
"Neutral","680","-656"
"Neutral","-3158","-256"
"Neutral","1662","1815"
"Neutral","-23","-2512"
"Neutral","623","-2490"
"Neutral","2245","-610"
"Neutral","1675","2792"
"Neutral","1981","679"
"Neutral","-126","102"
"Neutral","129","520"
"Foralkan","1462","-1052"
"Neutral","-1613","-973"
"Neutral","-861","649"
"Neutral","772","1529"
"Neutral","-1555","2631"
"Neutral","612","361"
"Neutral","-1310","762"
"Neutral","-1542","-2026"
"Neutral","1335","2276"
"Neutral","1529","2536"
"Neutral","817","-31"
"Kavani","134","1079"
"Neutral","524","1733"
"Neutral","698","-882"
"Neutral","-2361","971"
"Neutral","-2218","72"
"Neutral","-2004","-1594"
"Lycentian","-411","-418"
"Neutral","1399","678"
"Neutral","-517","2576"
"Neutral","-1703","-250"
"Lycentian","-872","-264"
"Neutral","-2569","-518"
"Neutral","-1665","-768"
"Neutral","1008","3304"
"Neutral","96","1954"
"Neutral","-1064","3034"
"Neutral","-2139","1806"
"Kavani","527","954"
"Neutral","380","311"
"Neutral","-2353","-2220"
"Neutral","-1937","533"
"Neutral","-2513","-1496"
"Lycentian","-940","49"
"Neutral","-697","2997"
"Neutral","-505","2516"
"Neutral","2667","2464"
"Neutral","-2428","1558"
"Neutral","-471","-1349"
"Neutral","600","2360"
"Neutral","-2256","-1419"
"Neutral","-1748","1840"
"Neutral","2737","2474"
"Neutral","-2205","750"
"Neutral","-283","3153"
"Neutral","-1079","1402"
"Neutral","-1135","730"
"Neutral","2817","1524"
"Neutral","-1777","1918"
"Neutral","-387","3023"
"Neutral","-2570","1815"
"Neutral","56","2045"
"Lycentian","-452","-987"
"Neutral","1692","865"
"Neutral","117","-1943"
"Neutral","2322","980"
"Kavani","116","1372"
"Neutral","-686","-1100"
"Neutral","573","-2960"
"Neutral","-2305","1512"
"Neutral","-2460","-255"
"Neutral","-1043","2266"
"Lycentian","-537","-672"
"Neutral","1114","-2107"
"Neutral","-1044","-1858"
"Neutral","-1493","2874"
"Neutral","1963","-1597"
"Neutral","107","-2894"
"Neutral","2774","1988"
"Neutral","801","-1262"
"Neutral","-2006","-1511"
"Neutral","-673","2208"
"Neutral","3380","1050"
"Neutral","-42","1884"
"Syndicate","-1825","812"
"Neutral","-454","1463"
"Neutral","-1374","-530"
"Neutral","801","-2487"
"Neutral","1285","170"
"Neutral","2671","1623"
"Neutral","1387","-1216"
"Neutral","-2027","1908"
"Neutral","2496","2757"
"Neutral","-1407","-1813"
"Neutral","1123","-1886"
"Neutral","-10","-947"
"Neutral","2285","-1607"
"Foralkan","1195","-1189"
"Neutral","-1910","174"
"Neutral","-634","-2511"
"Neutral","-569","3348"
"Neutral","130","1722"
"Neutral","-1912","616"
"Neutral","3398","-467"
"Neutral","1201","-245"
"Neutral","-1392","2508"
"Neutral","-1254","-1925"
"Neutral","-831","-2199"
"Neutral","3016","580"
"Neutral","-2751","1323"
"Neutral","599","-2370"
"Neutral","-234","-99"
"Neutral","-1271","2309"
"Neutral","879","1663"
"Neutral","-2295","960"
"Neutral","-1756","-1987"
"Foralkan","1123","-1164"
"Neutral","-320","-2278"
"Neutral","2493","-2022"
"Neutral","-1223","-2507"
"Neutral","1306","-2746"
"Neutral","-2190","-328"
"Neutral","-1993","2286"
"Neutral","-1451","-42"
"Neutral","-816","-2502"
"Neutral","-684","1080"
"Neutral","-936","-1955"
"Neutral","2511","-699"
"Neutral","2200","-1807"
"Neutral","-2531","-932"
"Neutral","1949","-2516"
"Neutral","-852","-1544"
"Neutral","1061","-1758"
"Neutral","2940","688"
"Lycentian","-212","-655"
"Syndicate","-1767","892"
"Neutral","-1809","227"
"Neutral","-1775","-1835"
"Neutral","-2131","-250"
"Neutral","3507","214"
"Neutral","1082","949"
"Neutral","-448","512"
"Neutral","81","-2690"
"Neutral","2666","1997"
"Neutral","-2312","1345"
"Neutral","-758","-1848"
"Neutral","934","-2359"
"Lycentian","-208","-288"
"Neutral","642","-1349"
"Neutral","-2889","477"
"Neutral","-1337","-1093"
"Neutral","1741","888"
"Neutral","2584","1471"
"Neutral","-1720","-1690"
"Neutral","1077","518"
"Neutral","3053","-1349"
"Neutral","447","-1051"
"Lycentian","-746","-621"
"Neutral","2462","-400"
"Neutral","-2065","-1413"
"Neutral","2514","169"
"Neutral","-2270","-344"
"Neutral","-2846","847"
"Neutral","1771","-1813"
"Lycentian","-901","-691"
"Neutral","2799","1256"
"Neutral","2881","-256"
"Neutral","-2116","2204"
"Neutral","509","2903"
"Neutral","-1498","2547"
"Neutral","2497","-2074"
"Neutral","488","2016"
"Neutral","2560","-227"
"Neutral","1721","-396"
"Neutral","2168","-156"
"Neutral","-2027","823"
"Neutral","2158","1538"
"Neutral","1557","-1939"
"Neutral","-2741","-1410"
"Neutral","2746","-1425"
"Neutral","557","1841"
"Neutral","-661","-2769"
"Neutral","-2426","-557"
"Neutral","1670","1887"
"Kavani","261","1696"
"Neutral","-1819","-2104"
"Kavani","173","1319"
"Neutral","-462","-2323"
"Neutral","2647","-704"
"Neutral","511","1826"
"Neutral","-1277","1457"
"Neutral","559","-3071"
"Neutral","-248","-1826"
"Neutral","2735","-2086"
"Neutral","2210","1458"
"Neutral","3475","-251"
"Neutral","2769","1457"
"Neutral","-2331","866"
"Neutral","-1897","-922"
"Kavani","452","691"
"Neutral","2305","-1764"
"Neutral","2036","-1692"
"Neutral","-2007","1853"
"Neutral","-217","3151"
"Neutral","1428","2273"
"Neutral","-487","-1389"
"Neutral","1037","1847"
"Neutral","2461","-1085"
"Neutral","1717","-840"
"Neutral","-1512","-1385"
"Neutral","-877","-2380"
"Neutral","-1239","-690"
"Neutral","1786","-1941"
"Neutral","1677","-2109"
"Neutral","945","-1607"
"Neutral","1178","-2668"
"Neutral","308","-2974"
"Neutral","-917","-2573"
"Neutral","-2613","-95"
"Neutral","657","380"
"Neutral","-2752","1784"
"Neutral","3199","478"
"Neutral","2181","-221"
"Neutral","-1740","-2015"
"Neutral","2519","768"
"Neutral","-1941","-1538"
"Neutral","2529","-1000"
"Neutral","1955","-1361"
"Neutral","-2529","-517"
"Neutral","-2568","1327"
"Lycentian","-690","92"
"Neutral","-2599","-693"
"Neutral","322","3577"
"Neutral","2496","-1582"
"Neutral","599","-995"
"Neutral","258","-2963"
"Neutral","-772","1852"
"Neutral","-358","1703"
"Neutral","1232","-2006"
"Neutral","440","2999"
"Neutral","1738","-2307"
"Neutral","2500","471"
"Neutral","105","-1414"
"Neutral","2947","1175"
"Neutral","-1457","120"
"Neutral","1128","601"
"Neutral","1545","910"
"Neutral","1728","-2515"
"Neutral","1818","-1963"
"Syndicate","-1702","831"
"Neutral","-1087","-2464"
"Neutral","1368","427"
"Neutral","-56","2308"
"Neutral","-115","916"
"Neutral","740","3288"
"Neutral","-341","-1793"
"Neutral","-663","-2501"
"Neutral","-725","2296"
"Neutral","2515","900"
"Neutral","3070","88"
"Neutral","2832","798"
"Neutral","-1792","984"
"Neutral","1850","-1060"
"Neutral","-2488","-927"
"Neutral","-1495","-182"
"Neutral","2606","1266"
"Neutral","-316","2796"
"Neutral","534","2682"
"Neutral","-1017","466"
"Neutral","-330","2033"
"Neutral","1716","2664"
"Lycentian","-497","-2"
"Neutral","-557","621"
"Neutral","-2233","-567"
"Neutral","1089","-2682"
"Neutral","2723","1299"
"Neutral","2288","-181"
"Neutral","-158","2614"
"Neutral","-1271","-2622"
"Neutral","1233","1888"
"Neutral","-245","132"
"Neutral","1850","-1418"
"Foralkan","1430","-1075"
"Neutral","-2563","-1337"
"Neutral","1669","1678"
"Neutral","898","1534"
"Neutral","1540","2729"
"Neutral","571","3442"
"Neutral","3409","-290"
"Neutral","-809","2130"
"Neutral","-657","-2538"
"Neutral","2773","1525"
"Neutral","-740","-2132"
"Neutral","-997","2416"
"Neutral","357","2715"
"Lycentian","-834","-296"
"Neutral","2192","-1225"
"Neutral","-3092","726"
"Foralkan","1252","-832"
"Neutral","2137","-1119"
"Neutral","-1694","-1857"
"Neutral","1721","-1877"
"Neutral","-1453","-2531"
"Neutral","1708","-2282"
"Neutral","-1657","737"
"Lycentian","-973","-186"
"Neutral","1296","-2066"
"Neutral","-624","-2458"
"Neutral","-1147","2603"
"Neutral","-548","-2802"
"Neutral","1947","115"
"Neutral","-1981","2694"
"Neutral","62","-395"
"Neutral","-1168","-1308"
"Neutral","-1734","1706"
"Neutral","-402","1303"
"Neutral","3442","-296"
"Neutral","-3185","968"
"Neutral","-2542","-800"
"Neutral","-2488","-464"
"Lycentian","-346","-146"
"Neutral","910","-147"
"Neutral","-1317","-182"
"Neutral","1098","1461"
"Neutral","887","-1604"
"Neutral","-3115","-671"
"Neutral","171","-226"
"Lycentian","-702","-484"
"Neutral","-1236","723"
"Neutral","2669","-1515"
"Neutral","619","-671"
"Neutral","-2097","260"
"Neutral","-1862","-2100"
"Neutral","2551","-696"
"Neutral","497","1986"
"Kavani","301","1635"
"Neutral","955","-1934"
"Neutral","1824","267"
"Neutral","2493","2799"
"Neutral","-1497","-524"
"Neutral","-1092","2015"
"Neutral","2763","-1494"
"Neutral","-2244","1958"
"Neutral","1457","-2485"
"Neutral","-142","-819"
"Neutral","1704","-888"
"Neutral","1172","645"
"Neutral","662","-1001"
"Neutral","-3142","987"
"Neutral","-298","2468"
"Lycentian","-562","66"
"Foralkan","1011","-478"
"Neutral","202","1926"
"Neutral","890","1750"
"Neutral","-1136","-2452"
"Neutral","-1708","178"
"Neutral","-1454","-1799"
"Neutral","-940","3104"
"Kavani","684","875"
"Syndicate","-1814","788"
"Neutral","792","1830"
"Neutral","1660","2596"
"Neutral","-2604","-1050"
"Neutral","285","-2454"
"Neutral","381","2586"
"Neutral","420","2011"
"Neutral","-2446","-921"
"Neutral","-1116","1390"
"Neutral","-672","364"
"Neutral","1530","201"
"Syndicate","-1732","806"
"Neutral","2138","1038"
"Lycentian","-879","-319"
"Kavani","657","1355"
"Neutral","683","1649"
"Neutral","2418","-1906"
"Neutral","2313","-1972"
"Neutral","716","-975"
"Neutral","283","2060"
"Neutral","-2096","2468"
"Foralkan","1161","-1008"
"Neutral","-487","2245"
"Neutral","-1918","-404"
"Neutral","-1789","2474"
"Neutral","-1021","-1890"
"Neutral","945","1424"
"Neutral","-546","-2657"
"Neutral","1004","-2814"
"Neutral","-1490","-2632"
"Syndicate","-1883","909"
"Neutral","-1436","-2352"
"Neutral","136","1973"
"Neutral","-1086","1856"
"Neutral","-738","-2566"
"Neutral","3002","-1443"
"Neutral","-2177","1854"
"Neutral","-2591","-48"
"Neutral","-224","2987"
"Neutral","-2772","916"
"Neutral","-974","-1764"
"Neutral","-777","2210"
"Neutral","-1584","-914"
"Neutral","-1521","-1730"
"Neutral","-2951","-211"
"Neutral","-2541","-1083"
"Neutral","-1339","-1194"
"Neutral","1823","401"
"Foralkan","1154","-346"
"Neutral","2153","-201"
"Neutral","-2508","1822"
"Neutral","-788","-2332"
"Neutral","2492","1722"
"Neutral","-607","-3062"
"Neutral","1298","-2818"
"Neutral","73","-2940"
"Neutral","-994","203"
"Neutral","-1456","1375"
"Kavani","452","730"
"Neutral","2664","2794"
"Neutral","451","2961"
"Neutral","1232","1847"
"Neutral","-1483","-1093"
"Neutral","-2486","-876"
"Neutral","-2431","1383"
"Neutral","-2275","-386"
"Neutral","1058","-1998"
"Neutral","208","-1378"
"Neutral","-384","1471"
"Neutral","990","3006"
"Neutral","299","-567"
"Neutral","-1063","1024"
"Neutral","-587","-2770"
"Neutral","-1863","23"
"Neutral","-243","1657"
"Kavani","474","805"
"Neutral","-2543","1406"
"Neutral","-2059","-1466"
"Neutral","-349","2741"
"Neutral","-2747","1735"
"Neutral","208","-2455"
"Neutral","-2559","-1575"
"Neutral","1364","-2103"
"Lycentian","-726","-506"
"Lycentian","-521","-282"
"Neutral","-1657","-2077"
"Foralkan","726","-618"
"Neutral","-1427","-95"
"Neutral","-2682","-1508"
"Neutral","-1185","-2216"
"Neutral","-3022","815"
"Neutral","2330","79"
"Neutral","1329","412"
"Kavani","503","782"
"Neutral","-2537","1910"
"Neutral","-449","3411"
"Neutral","-2102","1346"
"Neutral","651","2719"
"Neutral","938","3005"
"Neutral","1091","1502"
"Neutral","471","2897"
"Neutral","-695","1195"
"Neutral","1362","461"
"Neutral","3299","1040"
"Neutral","34","2097"
"Neutral","2717","2608"
"Neutral","2657","-1715"
"Neutral","182","-971"
"Neutral","2543","740"
"Neutral","-1351","-1862"
"Neutral","2889","90"
"Neutral","1179","1799"
"Neutral","-3068","223"
"Neutral","718","2927"
"Neutral","2529","-292"
"Neutral","908","-2983"
"Neutral","2704","254"
"Neutral","-1270","3031"
"Neutral","1085","273"
"Neutral","337","3421"
"Neutral","2709","2261"
"Neutral","-105","1621"
"Neutral","9","-2889"
"Neutral","3470","-700"
"Neutral","-961","277"
"Neutral","270","550"
"Neutral","-1890","2712"
"Kavani","52","1320"
"Neutral","-1012","-1810"
"Neutral","1883","768"
"Neutral","2798","-942"
"Neutral","1514","2745"
"Neutral","-48","-720"
"Neutral","2617","-1730"
"Neutral","657","2407"
"Neutral","826","681"
"Neutral","614","445"
"Neutral","1715","3103"
"Neutral","-1210","1307"
"Neutral","-2251","720"
"Neutral","-892","2883"
"Neutral","-251","2265"
"Neutral","2047","-2019"
"Neutral","-1078","946"
"Neutral","159","1691"
"Neutral","-912","3115"
"Neutral","-770","2412"
"Neutral","1854","596"
"Neutral","-2022","-1847"
"Neutral","-2341","-282"
"Neutral","278","-2874"
"Neutral","-1498","-689"
"Foralkan","885","-1028"
"Neutral","216","2901"
"Neutral","246","745"
"Neutral","-2278","-1653"
"Neutral","2309","-127"
"Neutral","1393","1013"
"Neutral","-755","1769"
"Neutral","1712","-627"
"Neutral","-2392","-166"
"Neutral","654","3412"
"Neutral","2649","-790"
"Neutral","-1323","-1252"
"Neutral","2209","1057"
"Neutral","-50","1289"
"Neutral","338","-327"
"Foralkan","780","-679"
"Neutral","-931","194"
"Neutral","2702","1683"
"Neutral","2964","-1284"
"Neutral","-1744","-426"
"Neutral","-2580","1421"
"Neutral","-1224","1456"
